key,2023_description,2018_description,cosine_similarity,2018_language,2023_language,2018_description_len,2023_description_len,similarity_bin,template,prompt,model,response,file,2018_quality,2018_feasiblity,2018_customer_segments,2018_value_propositions,2018_channels,2018_customer_relationships,2018_key_partners,2018_key_activities,2018_key_resources,2018_revenues,2018_costs,2023_quality,2023_feasiblity,2023_customer_segments,2023_value_propositions,2023_channels,2023_customer_relationships,2023_key_partners,2023_key_activities,2023_key_resources,2023_revenues,2023_costs
shieldx-networks-inc,"Headquartered in Silicon Valley, ShieldX is funded and founded by a consortium of veteran investors, serial entrepreneurs, and colleagues from well-known security companies. We’ve succeeded in our shared vision and mission to build a platform that ends unacceptable trade-offs and redefines security. And we’ve done it through expert execution and by following three primary guidelines. First, to truly deliver a quantum leap in innovation, a company must first embrace it. From inception, we’ve run our business and built our product using the same emerging technologies and cloud principles, models and tools as our customers. Second, to create the best technology and customer experience, our diverse human capital is our most important asset. Each member of our team, like each of our platform’s microservices, is selectively recruited to serve a vital leadership role aligned with their extensive and unique expertise. Finally, like our product, the whole of our business including our team, its vision and culture, should be greater than the sum of its parts.","ShieldX redefines cloud security to better protect organizations against cyber threats, regardless of where sensitive data resides or how it moves across public, private or multi-cloud environments. Organizations are using APEIRO, ShieldX's microservices platform, to scale security and micro-segmentation on demand, support business innovation, meet compliance requirements, and protect against the latest cyber attacks.

Based in San Jose, CA, ShieldX was founded in 2015 and is privately funded.",0.7307311852830987,en,en,68,164,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: shieldx-networks-inc
---
2018_description:
 ShieldX redefines cloud security to better protect organizations against cyber threats, regardless of where sensitive data resides or how it moves across public, private or multi-cloud environments. Organizations are using APEIRO, ShieldX's microservices platform, to scale security and micro-segmentation on demand, support business innovation, meet compliance requirements, and protect against the latest cyber attacks.

Based in San Jose, CA, ShieldX was founded in 2015 and is privately funded.
 ---
2023_description:
 ---
 Headquartered in Silicon Valley, ShieldX is funded and founded by a consortium of veteran investors, serial entrepreneurs, and colleagues from well-known security companies. We’ve succeeded in our shared vision and mission to build a platform that ends unacceptable trade-offs and redefines security. And we’ve done it through expert execution and by following three primary guidelines. First, to truly deliver a quantum leap in innovation, a company must first embrace it. From inception, we’ve run our business and built our product using the same emerging technologies and cloud principles, models and tools as our customers. Second, to create the best technology and customer experience, our diverse human capital is our most important asset. Each member of our team, like each of our platform’s microservices, is selectively recruited to serve a vital leadership role aligned with their extensive and unique expertise. Finally, like our product, the whole of our business including our team, its vision and culture, should be greater than the sum of its parts.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""shieldx-networks-inc"",
  ""2018_quality"": 8,
  ""2023_quality"": 9
}",..\responses\2024-02-01_21-14-35.txt,8,,,,,,,,,,,9,,,,,,,,,,
markable,"BCG reported that 70% of Gen Z discover products through content platforms, not directly on a retailer website. Social commerce is NOW. The global fashion E-commerce digital advertising allocation is $200 billion. Mai is making social visual discovery shopping a reality on every photo and video across any social platforms or devices.  Viewers can click and shop the clothing they see while watching videos, such as TV shows, movies, and other digital media. Mai bridges the gap between social content and e-commerce, through a fully-automated AI computer vision technology, a sophisticated e-commerce bidding system, and a user personalization system.   At Mai, we have spent three years working with top computer vision AI scientists, AI engineers, and fashion experts that created the world’s 1st fully automated video fashion shopping solution. We are connected with numerous top global e-commerce platforms, with total 200M SKUs available, daily updated with an out-of-stock rate <3%. Moreover, Mai is already live with two of the biggest social content platforms in Asia, with more to come. Mai has won the No.1 winner of MIT AI Idol contest in Jul 2020, and also won the title of “Most fundable company by investment value” at the biggest Asia Internet Conference in Nov 2020.","MARKABLE™ produces state-of-the-art image recognition technology that identifies fashion products in photos and videos. Viewers can click or hover over the clothing they see while watching TV shows, movies, and other digital media, and Markable will generate both exact and visually similar product results. Featuring a fully customizable user interface and a 0.5-second result time, Markable bridges the gap between digital media content and e-commerce, making visual search a reality on every digital photo and video across any platform.",0.737398402581624,en,en,79,204,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: markable
---
2018_description:
 MARKABLE™ produces state-of-the-art image recognition technology that identifies fashion products in photos and videos. Viewers can click or hover over the clothing they see while watching TV shows, movies, and other digital media, and Markable will generate both exact and visually similar product results. Featuring a fully customizable user interface and a 0.5-second result time, Markable bridges the gap between digital media content and e-commerce, making visual search a reality on every digital photo and video across any platform.
 ---
2023_description:
 ---
 BCG reported that 70% of Gen Z discover products through content platforms, not directly on a retailer website. Social commerce is NOW. The global fashion E-commerce digital advertising allocation is $200 billion. Mai is making social visual discovery shopping a reality on every photo and video across any social platforms or devices.  Viewers can click and shop the clothing they see while watching videos, such as TV shows, movies, and other digital media. Mai bridges the gap between social content and e-commerce, through a fully-automated AI computer vision technology, a sophisticated e-commerce bidding system, and a user personalization system.   At Mai, we have spent three years working with top computer vision AI scientists, AI engineers, and fashion experts that created the world’s 1st fully automated video fashion shopping solution. We are connected with numerous top global e-commerce platforms, with total 200M SKUs available, daily updated with an out-of-stock rate <3%. Moreover, Mai is already live with two of the biggest social content platforms in Asia, with more to come. Mai has won the No.1 winner of MIT AI Idol contest in Jul 2020, and also won the title of “Most fundable company by investment value” at the biggest Asia Internet Conference in Nov 2020.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""markable"",
  ""2018_quality"": 8,
  ""2023_quality"": 9
}",..\responses\2024-02-01_21-14-38.txt,8,,,,,,,,,,,9,,,,,,,,,,
carepredict,"CarePredict develops an AI-driven digital health platform for senior care. Its patented solution uses advanced remote sensing technologies, deep-machine learning, and user-friendly dashboards to continuously observe, learn, and trigger just-in-time care for seniors. Its sensing technologies permit the autonomous observation and collection of rich data sets about a user’s activities of daily living (ADLs). These rich data sets are then parsed within our deep learning systems to learn the behavior patterns of each senior and identify prescient changes in those patterns. The final predictions and alerts are then served up as actionable wellness insights to caregivers on our automated digital dashboards on browsers and smart devices.","CarePredict replaces Human Observation with Machine Sensing and Learning to let the elderly age Independently, Economically and Longer.  We are developing the technology to continuously observe, learn, and trigger just in time care for aging seniors, anywhere.  Along the way, we are proving these technologies in group living, home care and seniors aging at home.  As a result, we are producing rich data sets that are not currently available anywhere.",0.7082085766069172,en,en,70,106,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: carepredict
---
2018_description:
 CarePredict replaces Human Observation with Machine Sensing and Learning to let the elderly age Independently, Economically and Longer.  We are developing the technology to continuously observe, learn, and trigger just in time care for aging seniors, anywhere.  Along the way, we are proving these technologies in group living, home care and seniors aging at home.  As a result, we are producing rich data sets that are not currently available anywhere.
 ---
2023_description:
 ---
 CarePredict develops an AI-driven digital health platform for senior care. Its patented solution uses advanced remote sensing technologies, deep-machine learning, and user-friendly dashboards to continuously observe, learn, and trigger just-in-time care for seniors. Its sensing technologies permit the autonomous observation and collection of rich data sets about a user’s activities of daily living (ADLs). These rich data sets are then parsed within our deep learning systems to learn the behavior patterns of each senior and identify prescient changes in those patterns. The final predictions and alerts are then served up as actionable wellness insights to caregivers on our automated digital dashboards on browsers and smart devices.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""carepredict"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-39.txt,7,,,,,,,,,,,8,,,,,,,,,,
glassview,"GlassView are the inventors of NeuroMarketing at Scale. The product, GlassView Origin, uses clinical grade, wearable mind sensing technology to unlock the subconscious and elevate our brands. For the first time, marketers can understand how customers feel about their brands and products. With this information, GlassView is building the largest neuroscience data set in history, as it relates to marketing. This actionable insight will allow us to deliver superior marketing messages, and, perhaps most importantly, help us fund cutting edge neuroscience initiatives to improve brain health and ameliorate disease. Neuromarketing to fuel Neurological Health. Fueling brain health, one media campaign at a time.","GlassView's mission is to ensure clients' videos appear on top-tier sites reaching the most engaged influential audiences.  Best known for delivering the highest level of performance, the GlassView social video platform offers access to over 1.5 billion unique users worldwide, and over 250 million unique users in the United States (comscore Nov 2016), reaching 98% of the connected country.

Founded in 2015, GlassView has headquarters in New York, and offices in Tokyo, Singapore, London, Paris, San Francisco and Dubai, among other locations.  GlassView's team includes a Board of Directors comprised of former LVMH North America Chairman Renaud Dutreil, who previously held several ministerial positions in the highest levels of French Government; Chien Chung (Didi) Pei, chairman of the China Institute and partner in the legendary Pei Partnership Architects; Beauty and Well Being Founder &amp; Editor Cl&eacute;mence von Mueffling; Jim Porcarelli, Co-Founder of MediaCom North America; former Conde Nast executive Stephanie Newhouse; CBS Revenue &amp; Operations Executive Director Dennis Colon; former Vogue.com Creative Director Candy Pratts Price; and Gregory Barker, former UK Minister of Energy &amp; Climate Change and current member of the House of Lords.",0.7220446642369166,en,en,185,103,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: glassview
---
2018_description:
 GlassView's mission is to ensure clients' videos appear on top-tier sites reaching the most engaged influential audiences.  Best known for delivering the highest level of performance, the GlassView social video platform offers access to over 1.5 billion unique users worldwide, and over 250 million unique users in the United States (comscore Nov 2016), reaching 98% of the connected country.

Founded in 2015, GlassView has headquarters in New York, and offices in Tokyo, Singapore, London, Paris, San Francisco and Dubai, among other locations.  GlassView's team includes a Board of Directors comprised of former LVMH North America Chairman Renaud Dutreil, who previously held several ministerial positions in the highest levels of French Government; Chien Chung (Didi) Pei, chairman of the China Institute and partner in the legendary Pei Partnership Architects; Beauty and Well Being Founder &amp; Editor Cl&eacute;mence von Mueffling; Jim Porcarelli, Co-Founder of MediaCom North America; former Conde Nast executive Stephanie Newhouse; CBS Revenue &amp; Operations Executive Director Dennis Colon; former Vogue.com Creative Director Candy Pratts Price; and Gregory Barker, former UK Minister of Energy &amp; Climate Change and current member of the House of Lords.
 ---
2023_description:
 ---
 GlassView are the inventors of NeuroMarketing at Scale. The product, GlassView Origin, uses clinical grade, wearable mind sensing technology to unlock the subconscious and elevate our brands. For the first time, marketers can understand how customers feel about their brands and products. With this information, GlassView is building the largest neuroscience data set in history, as it relates to marketing. This actionable insight will allow us to deliver superior marketing messages, and, perhaps most importantly, help us fund cutting edge neuroscience initiatives to improve brain health and ameliorate disease. Neuromarketing to fuel Neurological Health. Fueling brain health, one media campaign at a time.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""glassview"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-42.txt,7,,,,,,,,,,,8,,,,,,,,,,
folia-water,"Folia Materials exists to make everyday life healthier and more sustainable. We do this by transforming ordinary paper into a super material. One capable of making unsafe tap water drinkable, protecting against global viruses via face masks, and even improving the way our food is packaged.Folia has spent years inventing and patenting the world’s cheapest and most effective process for marrying ordinary industrial paper with a coating that transforms it into an extraordinary good. Our patented coating process uses standard industrial coating machinery to do nano-chemistry inside paper, bonding nanosilver to paper at the fiber level. We don't own any industrial equipment and yet we have manufactured tonnes of our coated paper.   It costs us pennies to make our paper which goes into: -Subsidiary Folia Water Global's water filter, which sells for 20 cents in South Asian grocery, piloted with Unilever.. think of their $1B soap brands sold across India -An antiviral layer for 3-ply face masks and air filters inside a Fortune 500's appliances -And a paper-not-plastic microwave food packaging, piloting with a Fortune 100 CPG brand -Many more","Folia Water's patent-pending silver-infused Folia Filter papers provide a week of germ-free water for a household for only 50 cents. They are the world's first water filter that costs pennies, not dollars.  Folia Filters are 10X cheaper than bottled water, with a huge market, 3 billion people who currently spend $20B on water.  Our vision is for our Folia Filters to be sold in every store in the developing world.  Bread, milk, eggs, Folia Filters: the next billion dollar staple.",0.7008204205720772,en,en,80,180,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: folia-water
---
2018_description:
 Folia Water's patent-pending silver-infused Folia Filter papers provide a week of germ-free water for a household for only 50 cents. They are the world's first water filter that costs pennies, not dollars.  Folia Filters are 10X cheaper than bottled water, with a huge market, 3 billion people who currently spend $20B on water.  Our vision is for our Folia Filters to be sold in every store in the developing world.  Bread, milk, eggs, Folia Filters: the next billion dollar staple.
 ---
2023_description:
 ---
 Folia Materials exists to make everyday life healthier and more sustainable. We do this by transforming ordinary paper into a super material. One capable of making unsafe tap water drinkable, protecting against global viruses via face masks, and even improving the way our food is packaged.Folia has spent years inventing and patenting the world’s cheapest and most effective process for marrying ordinary industrial paper with a coating that transforms it into an extraordinary good. Our patented coating process uses standard industrial coating machinery to do nano-chemistry inside paper, bonding nanosilver to paper at the fiber level. We don't own any industrial equipment and yet we have manufactured tonnes of our coated paper.   It costs us pennies to make our paper which goes into: -Subsidiary Folia Water Global's water filter, which sells for 20 cents in South Asian grocery, piloted with Unilever.. think of their $1B soap brands sold across India -An antiviral layer for 3-ply face masks and air filters inside a Fortune 500's appliances -And a paper-not-plastic microwave food packaging, piloting with a Fortune 100 CPG brand -Many more

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
    ""key"": ""folia-water"",
    ""2018_quality"": 8,
    ""2023_quality"": 9
}",..\responses\2024-02-01_21-14-45.txt,8,,,,,,,,,,,9,,,,,,,,,,
imperative,"Imperative is a fully automated peer coaching technology platform. The video-based peer coaching experience enables every employee to be an effective coach with no training through a dynamic and structured online environment. Imperative makes the benefits of coaching accessible to ten times as many employees for the same cost as traditional coaching. The platform is being deployed by leading employers to address the needs of the new workforce and boost employee retention, development, productivity, and fulfillment. Imperative, a certified B Corp, was founded in New York City and is headquartered in Seattle. Imperative's customers range from Sony Music and MetLife to Zillow and Airbnb. The company was founded by Aaron Hurst and Arthur Woods in 2014.","Imperative is a breakthrough assessment and learning system that leverages artificial intelligence and big data to provides the first place for people to uncover and apply what intrinsically motivates them and gives them meaning in their work. Imperative licenses a software platform to forward-thinking organizations to equip them with the tools, system and insights  to engage and empower their employees. Imperative's customers range from Sony Music and Campbells to Starbucks and MetLife.",0.7097971645092098,en,en,72,116,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: imperative
---
2018_description:
 Imperative is a breakthrough assessment and learning system that leverages artificial intelligence and big data to provides the first place for people to uncover and apply what intrinsically motivates them and gives them meaning in their work. Imperative licenses a software platform to forward-thinking organizations to equip them with the tools, system and insights  to engage and empower their employees. Imperative's customers range from Sony Music and Campbells to Starbucks and MetLife.
 ---
2023_description:
 ---
 Imperative is a fully automated peer coaching technology platform. The video-based peer coaching experience enables every employee to be an effective coach with no training through a dynamic and structured online environment. Imperative makes the benefits of coaching accessible to ten times as many employees for the same cost as traditional coaching. The platform is being deployed by leading employers to address the needs of the new workforce and boost employee retention, development, productivity, and fulfillment. Imperative, a certified B Corp, was founded in New York City and is headquartered in Seattle. Imperative's customers range from Sony Music and MetLife to Zillow and Airbnb. The company was founded by Aaron Hurst and Arthur Woods in 2014.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""imperative"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-48.txt,7,,,,,,,,,,,8,,,,,,,,,,
resilientgrid,"ResilientGrid's vision is to secure critical infrastructure resiliency and reliability against increasing threats and complexity. Founded in Austin, Texas in 2016, ResilientGrid is led by a team of experienced energy professionals and seasoned entrepreneurs. Their team has been in the trenches from the operational side of the utility business. We've been in the control room managing critical infrastructure when multiple threats attack the system, and have built the tool to ensure the lights stay on through it all.","Many wonderful companies were born in garages, ResilientGrid was born in infrastructure control rooms. The operators in these control rooms identified several areas of risk including a lack of situational awareness, a lack of the requisite tools and application integration. The team at ResilientGrid is developing next generation solutions for smarter infrastructure management, with a vision to improve security, reliability, resiliency and integration for critical infrastructures. The company has introduced ResilientGrid Map, designed to provide an integrated “single pane of glass” visualization layer for control centers, with a simple open API and toolset to facilitate data and model transfer. The system provides analysts and operators with the ability to visualize and make real time decisions for massively complex energy, emergency response, and emerging internet of things infrastructures. Incorporating proven user interfaces and human factors engineering, the system is designed to reduce human error and improve decision making.",0.7105274832322847,en,en,147,78,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: resilientgrid
---
2018_description:
 Many wonderful companies were born in garages, ResilientGrid was born in infrastructure control rooms. The operators in these control rooms identified several areas of risk including a lack of situational awareness, a lack of the requisite tools and application integration. The team at ResilientGrid is developing next generation solutions for smarter infrastructure management, with a vision to improve security, reliability, resiliency and integration for critical infrastructures. The company has introduced ResilientGrid Map, designed to provide an integrated “single pane of glass” visualization layer for control centers, with a simple open API and toolset to facilitate data and model transfer. The system provides analysts and operators with the ability to visualize and make real time decisions for massively complex energy, emergency response, and emerging internet of things infrastructures. Incorporating proven user interfaces and human factors engineering, the system is designed to reduce human error and improve decision making.
 ---
2023_description:
 ---
 ResilientGrid's vision is to secure critical infrastructure resiliency and reliability against increasing threats and complexity. Founded in Austin, Texas in 2016, ResilientGrid is led by a team of experienced energy professionals and seasoned entrepreneurs. Their team has been in the trenches from the operational side of the utility business. We've been in the control room managing critical infrastructure when multiple threats attack the system, and have built the tool to ensure the lights stay on through it all.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""resilientgrid"",
  ""2018_quality"": 8,
  ""2023_quality"": 7
}",..\responses\2024-02-01_21-14-50.txt,8,,,,,,,,,,,7,,,,,,,,,,
userguiding,"UserGuiding improves product adoption rates through 'no coding needed' interactive user onboarding flows. With this simple lightweight tool, just about anyone can quickly create step-by-step product walkthroughs on-screen. UserGuiding comes with great analytics as well to track the performance of walkthroughs, tours, tutorial popups, NPS surveys, and more to help create personalized experiences.","If a picture is worth a thousand words, product guides are worth a million. Building a great product is tough enough; don't put a huge amount of effort into creating guides for it. Create walkthroughs step by step in minutes for better product adoption!

UserGuiding offers a user onboarding tool you can create quick, hassle-free, and interactive guides for users to discover your product. 

It's time to design better user onboarding without coding!",0.7137222795104802,en,en,73,53,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: userguiding
---
2018_description:
 If a picture is worth a thousand words, product guides are worth a million. Building a great product is tough enough; don't put a huge amount of effort into creating guides for it. Create walkthroughs step by step in minutes for better product adoption!

UserGuiding offers a user onboarding tool you can create quick, hassle-free, and interactive guides for users to discover your product. 

It's time to design better user onboarding without coding!
 ---
2023_description:
 ---
 UserGuiding improves product adoption rates through 'no coding needed' interactive user onboarding flows. With this simple lightweight tool, just about anyone can quickly create step-by-step product walkthroughs on-screen. UserGuiding comes with great analytics as well to track the performance of walkthroughs, tours, tutorial popups, NPS surveys, and more to help create personalized experiences.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""userguiding"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-53.txt,7,,,,,,,,,,,8,,,,,,,,,,
proof-mark-inc,"Proof is a  business analytics that everyone can use, Proof enables every employee and every team to prove their contribution to business value, CSR, HR, communications, and consulting firms are using Proof to quickly forge alignment to business objectives, compute their respective contributions to business value, and showcase their financial ROI. Proof was founded by Tom Bishop, Kyle Brantley, and Mark Stouse.","Proof offers an analytics software solution that enables marketers and business leaders to take decisions based on the information collected.

Proof uses a logic framework and algorithms to find the cause and effect of relationships that enable businesses to obtain insights about marketing, sales, and other business processes.

Proof was founded in April 2015 by Tom Bishop, Kyle Brantley, and Mark Stouse.",0.7371125048077407,en,en,62,62,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: proof-mark-inc
---
2018_description:
 Proof offers an analytics software solution that enables marketers and business leaders to take decisions based on the information collected.

Proof uses a logic framework and algorithms to find the cause and effect of relationships that enable businesses to obtain insights about marketing, sales, and other business processes.

Proof was founded in April 2015 by Tom Bishop, Kyle Brantley, and Mark Stouse.
 ---
2023_description:
 ---
 Proof is a  business analytics that everyone can use, Proof enables every employee and every team to prove their contribution to business value, CSR, HR, communications, and consulting firms are using Proof to quickly forge alignment to business objectives, compute their respective contributions to business value, and showcase their financial ROI. Proof was founded by Tom Bishop, Kyle Brantley, and Mark Stouse.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""proof-mark-inc"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-55.txt,7,,,,,,,,,,,8,,,,,,,,,,
onsophic-fka-exlibrix,"Onsophic delivers a SaaS solution for leaders in digital transformation, customer experience and compliance for increasing project success rates while accelerating adoption up to 4 times faster than traditional methods. Using real-time employee performance analytics we automatically guide individuals only where and when they really need it. Designed by Silicon Valley veterans, we already increase the agility of workforces in finance, insurance, and HR consultancy today. The company is headquartered in San Francisco and its R&D center is based in Belgium with recent expansion to ASEA.","Onsophic Inc. is an education technology company that provides teaching and learning solutions for faculty and students worldwide. It offers learning management and an intelligence system, which is an integrated, collaborative, and e-learning environment cloud solution for learning and teaching optimization. The company's system derives the information required to identify ineffective content and improve student progress and performance predictions. It offers real time data to its customers.

Onsophic Inc. was founded by Tom Pennings, Ian Hart and is headquartered in Foster City, California.",0.7079931473825348,en,en,83,86,"[0.7, 0.75)",../prompts/business_model.txt,"We would like your assistance with labeling the quality of a business description. 

We would like you to then provide an assessment of the overall quality of the 2018_description and the 2023_description. Each quality rating would be 1-10. The quality of the 2018_description should be given in the field '2018_quality' and be in the range 1-10. The quality of the 2023_description should be given in the field '2023_quality' and be in the range 1-10. 

key: onsophic-fka-exlibrix
---
2018_description:
 Onsophic Inc. is an education technology company that provides teaching and learning solutions for faculty and students worldwide. It offers learning management and an intelligence system, which is an integrated, collaborative, and e-learning environment cloud solution for learning and teaching optimization. The company's system derives the information required to identify ineffective content and improve student progress and performance predictions. It offers real time data to its customers.

Onsophic Inc. was founded by Tom Pennings, Ian Hart and is headquartered in Foster City, California.
 ---
2023_description:
 ---
 Onsophic delivers a SaaS solution for leaders in digital transformation, customer experience and compliance for increasing project success rates while accelerating adoption up to 4 times faster than traditional methods. Using real-time employee performance analytics we automatically guide individuals only where and when they really need it. Designed by Silicon Valley veterans, we already increase the agility of workforces in finance, insurance, and HR consultancy today. The company is headquartered in San Francisco and its R&D center is based in Belgium with recent expansion to ASEA.

Sample output.
{'key': key
'2018_quality': 0,
'2023_quality': 0,
}",gpt-4-1106-preview,"{
  ""key"": ""onsophic-fka-exlibrix"",
  ""2018_quality"": 7,
  ""2023_quality"": 8
}",..\responses\2024-02-01_21-14-57.txt,7,,,,,,,,,,,8,,,,,,,,,,
